recid,Code,Check,Unit,Name
8999,8708935000,3,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: CLUTCHES AND PARTS THEREOF: FOR VEHICLES OF HEADING 87.01
9000,8708936000,2,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: CLUTCHES AND PARTS THEREOF: FOR VEHICLES OF HEADING 87.03
9001,8708937000,1,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: CLUTCHES AND PARTS THEREOF: FOR VEHICLES OF HEADING 87.04 OR 87.05
9002,8708939000,6,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: CLUTCHES AND PARTS THEREOF: OTHER
9003,8708941000,4,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: STEERING WHEELS, STEERING COLUMNS AND STEERING BOXES; PARTS THEREOF: STEERING WHEELS WITH AIRBAG A*"
9004,8708949400,4,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: STEERING WHEELS, STEERING COLUMNS AND STEERING BOXES; PARTS THEREOF: OTHER: FOR VEHICLES OF HEADIN*"
9005,8708949500,6,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: STEERING WHEELS, STEERING COLUMNS AND STEERING BOXES; PARTS THEREOF: OTHER: FOR VEHICLES OF HEADIN*"
9006,8708949900,0,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: STEERING WHEELS, STEERING COLUMNS AND STEERING BOXES; PARTS THEREOF: OTHER: OTHER"
9007,8708951000,1,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: SAFETY AIRBAGS WITH INFLATER SYSTEM; PARTS THEREOF: SAFETY AIRBAGS WITH INFLATER SYSTEM
9008,8708959000,0,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: SAFETY AIRBAGS WITH INFLATER SYSTEM; PARTS THEREOF: PARTS
9009,8708991000,3,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.01
9010,8708992100,4,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: FUEL TANKS AND PARTS THEREOF: FUEL TANKS"
9011,8708992300,1,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: FUEL TANKS AND PARTS THEREOF: PARTS"
9012,8708993000,1,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: ACCELERATOR, BRAKE OR CLUTCH PEDALS"
9013,8708994000,0,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: BATTERY CARRIERS OR TRAYS AND BRACKETS THERE*"
9014,8708995000,6,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: RADIATOR SHROUDS"
9015,8708996100,0,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: CHASSIS FRAMES OR PARTS THEREOF: FOR VEHICLE*"
9016,8708996200,2,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: CHASSIS FRAMES OR PARTS THEREOF: FOR VEHICLE*"
9017,8708996300,4,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: CHASSIS FRAMES OR PARTS THEREOF: FOR VEHICLE*"
9018,8708997000,4,KG,"PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: FOR VEHICLES OF HEADING 87.02, 87.03 OR 87.04: OTHER"
9019,8708999010,5,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: OTHER:-- HALF-SHAFTS AND DRIVE SHAFTS AND PARTS THEREOF
9020,8708999090,1,KG,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 87.01 TO 87.05.OTHER PARTS AND ACCESSORIES: OTHER: OTHER:-- OTHER
9021,8709110000,3,U,"WORKS TRUCKS, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT, OF THE TYPE USED IN FACTORIES, WAREHOUSES, DOCK AREAS OR AIRPORTS FOR SHORT DISTANCE TRANSPORT OF GOODS; TRACTORS OF THE T*"
9022,8709190000,0,U,"WORKS TRUCKS, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT, OF THE TYPE USED IN FACTORIES, WAREHOUSES, DOCK AREAS OR AIRPORTS FOR SHORT DISTANCE TRANSPORT OF GOODS; TRACTORS OF THE T*"
9023,8709900000,4,KG,"WORKS TRUCKS, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT, OF THE TYPE USED IN FACTORIES, WAREHOUSES, DOCK AREAS OR AIRPORTS FOR SHORT DISTANCE TRANSPORT OF GOODS; TRACTORS OF THE T*"
9024,8710000010,5,U,"TANKS AND OTHER ARMOURED FIGHTING VEHICLES, MOTORISED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES.----- TANKS"
9025,8710000020,1,U,"TANKS AND OTHER ARMOURED FIGHTING VEHICLES, MOTORISED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES.----- OTHER ARMOURED FIGHTING VEHICLES"
9026,8710000030,4,U,"TANKS AND OTHER ARMOURED FIGHTING VEHICLES, MOTORISED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES.----- PARTS"
9027,8711101200,4,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDI*"
9028,8711101300,6,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDI*"
9029,8711101900,4,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDI*"
9030,8711109200,3,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDI*"
9031,8711109300,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDI*"
9032,8711109900,3,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDI*"
9033,8711201000,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9034,8711202000,4,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9035,8711203100,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9036,8711203200,0,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9037,8711203900,0,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9038,8711204500,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9039,8711204900,6,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9040,8711205100,3,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9041,8711205200,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9042,8711205900,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9043,8711209000,4,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9044,8711301000,3,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 2*"
9045,8711303000,1,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 2*"
9046,8711309000,2,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 2*"
9047,8711401000,1,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9048,8711402000,0,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9049,8711409000,0,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 5*"
9050,8711502000,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 8*"
9051,8711509000,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 8*"
9052,8711904000,2,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: SIDE-CARS"
9053,8711905100,3,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: OTHER, COMPLETELY KNOCKED DOWN: ELECTRICALLY POWERED MOTORCYCLES"
9054,8711905200,5,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: OTHER, COMPLETELY KNOCKED DOWN: OTHER, OF A CYLINDER CAPACITY NOT EXCEEDING 200CC"
9055,8711905300,0,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: OTHER, COMPLETELY KNOCKED DOWN: OTHER, OF A CYLINDER CAPACITY EXCEEDING 200CC BU*"
9056,8711905400,2,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: OTHER, COMPLETELY KNOCKED DOWN: OTHER, OF A CYLINDER CAPACITY EXCEEDING 500CC"
9057,8711909100,6,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: OTHER: ELECTRICALLY POWERED MOTORCYCLES"
9058,8711909900,1,U,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE-CARS.OTHER: OTHER: OTHER"
9059,8712001000,3,U,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED.RACING BICYCLES"
9060,8712002000,2,U,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED.BICYCLES DESIGNED TO BE RIDDEN BY CHILDREN"
9061,8712003000,1,U,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED.OTHER BICYCLES"
9062,8712009000,2,U,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED.OTHER"
9063,8713100000,3,U,"CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORISED OR OTHERWISE MECHANICALLY PROPELLED.NOT MECHANICALLY PROPELLED"
9064,8713900000,1,U,"CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORISED OR OTHERWISE MECHANICALLY PROPELLED.OTHER"
9065,8714101000,3,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF MOTORCYCLES (INCLUDING MOPEDS): SADDLES
9066,8714102000,2,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF MOTORCYCLES (INCLUDING MOPEDS): SPOKES AND NIPPLES
9067,8714109000,2,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF MOTORCYCLES (INCLUDING MOPEDS): OTHER
9068,8714201100,3,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF CARRIAGES FOR DISABLED PERSONS: CASTORS: OF A DIAMETER (INCLUDING TYRES) EXCEEDING 75 MM BUT NOT EXCEEDING 100 MM, PROVIDED THAT THE W*"
9069,8714201200,5,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF CARRIAGES FOR DISABLED PERSONS: CASTORS: OF A DIAMETER (INCLUDING TYRES) EXCEEDING 100 MM BUT NOT EXCEEDING 250 MM, PROVIDED THAT THE *"
9070,8714201900,5,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF CARRIAGES FOR DISABLED PERSONS: CASTORS: OTHER
9071,8714209000,0,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OF CARRIAGES FOR DISABLED PERSONS: OTHER
9072,8714911000,5,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: FRAMES AND FORKS, AND PARTS THEREOF: FOR BICYCLES OF SUBHEADING 8712.00.20"
9073,8714919100,6,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: FRAMES AND FORKS, AND PARTS THEREOF: OTHER: PARTS FOR FORKS"
9074,8714919900,1,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: FRAMES AND FORKS, AND PARTS THEREOF: OTHER: OTHER"
9075,8714921000,2,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: WHEEL RIMS AND SPOKES: FOR BICYCLES OF SUBHEADING 8712.00.20
9076,8714929000,1,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: WHEEL RIMS AND SPOKES: OTHER
9077,8714931000,6,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: HUBS, OTHER THAN COASTER BRAKING HUBS AND HUB BRAKES, AND FREE-WHEEL SPROCKET-WHEELS: FOR BICYCLES OF SUBHEADING 8712.00.20"
9078,8714939000,5,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: HUBS, OTHER THAN COASTER BRAKING HUBS AND HUB BRAKES, AND FREE-WHEEL SPROCKET-WHEELS: OTHER"
9079,8714941000,3,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: BRAKES, INCLUDING COASTER BRAKING HUBS AND HUB BRAKES, AND PARTS THEREOF: FOR BICYCLES OF SUBHEADING 8712.00.20"
9080,8714949000,2,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: BRAKES, INCLUDING COASTER BRAKING HUBS AND HUB BRAKES, AND PARTS THEREOF: OTHER"
9081,8714951000,0,U,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: SADDLES: FOR BICYCLES OF SUBHEADING 8712.00.20
9082,8714959000,6,U,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13. OTHER: SADDLES: OTHER
9083,8714961000,4,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13. OTHER: PEDALS AND CRANK-GEAR, AND PARTS THEREOF: FOR BICYCLES OF SUBHEADING 8712.00.20"
9084,8714969000,3,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: PEDALS AND CRANK-GEAR, AND PARTS THEREOF: OTHER"
9085,8714991100,4,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: OTHER: FOR BICYCLES OF SUBHEADING 8712.00.20: HANDLE BARS, PILLARS, MUDGUARDS, REFLECTORS, CARRIERS, CONTROL CABLES, LAMP BRACKETS*"
9086,8714991200,6,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: OTHER: FOR BICYCLES OF SUBHEADING 8712.00.20: CHAIN WHEELS AND CRANKS; OTHER PARTS
9087,8714999100,3,KG,"PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: OTHER: OTHER: HANDLE BARS, PILLARS, MUDGUARDS, REFLECTORS, CARRIERS, CONTROL CABLES, LAMP BRACKETS OR BRACKET LUGS; OTHER ACCESSOR*"
9088,8714999200,5,KG,PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 87.11 TO 87.13.OTHER: OTHER: OTHER: CHAIN WHEELS AND CRANKS; OTHER PARTS
9089,8715000000,0,KG,BABY CARRIAGES AND PARTS THEREOF.
9090,8716100000,6,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.TRAILERS AND SEMI-TRAILERS OF THE CARAVAN TYPE, FOR HOUSING OR CAMPING"
9091,8716200000,4,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.SELF-LOADING OR SELF-UNLOADING TRAILERS AND SEMI-TRAILERS FOR AGRICULTURAL PURPOSES"
9092,8716310000,6,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS: TANKER TRAILERS AND TANKER SEMI-TRAILERS"
9093,8716394000,6,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS: OTHER: AGRICULTURAL TRAILERS AND SEMI-TRAILERS"
9094,8716399100,3,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS: OTHER: OTHER: HAVING A CARRYING CAPACITY (PAYLOAD) *"
9095,8716399900,5,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS: OTHER: OTHER: OTHER"
9096,8716400000,0,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER TRAILERS AND SEMI-TRAILERS"
9097,8716801000,5,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER VEHICLES: CARTS AND WAGONS, SACK TRUCKS, HAND TROLLEYS AND SIMILAR HAND-PROPELLED VEHICLES OF A KIND USED *"
9098,8716802000,4,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER VEHICLES: WHEELBARROWS"
9099,8716809000,4,U,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.OTHER VEHICLES: OTHER"
9100,8716901300,2,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR TRAILERS AND SEMI-TRAILERS: FOR GOODS OF SUBHEADING 8716.20"
9101,8716901900,0,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR TRAILERS AND SEMI-TRAILERS: OTHER"
9102,8716909200,6,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR OTHER VEHICLES: FOR GOODS OF SUBHEADING 8716.80.10 OR 8716.80.20: CASTORS, OF A DIAMETER (INCLUDING T*"
9103,8716909300,1,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR OTHER VEHICLES: FOR GOODS OF SUBHEADING 8716.80.10 OR 8716.80.20: OTHER"
9104,8716909400,3,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR OTHER VEHICLES: OTHER: SPOKES AND NIPPLES"
9105,8716909500,5,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR OTHER VEHICLES: OTHER: CASTORS, FOR GOODS OF SUBHEADING 8716.80.90, OF A DIAMETER(INCLUDING TYRES) EX*"
9106,8716909600,0,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR OTHER VEHICLES: OTHER: OTHER CASTORS"
9107,8716909900,6,KG,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF.PARTS: FOR OTHER VEHICLES: OTHER: OTHER"
